Area,Year,Population,Violent_crime,Violent_crime_per_100K,Murder,Murder_per_100K,Rape,Rape_per_100K,Robbery,Robbery_per_100K,Aggravated_assault,Aggravated_assault_per_100K,Property_crime,Property_crime_per_100K,Burglary,Burglary_per_100K,Larceny_theft,Larceny_theft_per_100K,Motor_vehicle_theft,Motor_vehicle_theft_per_100K,Rape_legacy,Rape_legacy_per_100K,Rape_revised,Rape_revised_per_100K,State,Total_crime,Total_crime_per_100K
Oklahoma,2012,3815780.0,18102.0,474.4,220.0,5.8,1622.0,42.507691743234666,3248.0,85.1,13012.0,341.0,130969.0,3432.3,36094.0,945.9,83131.0,2178.6,11744.0,307.8,1622.0,42.5,0.0,0.0,OK,149071.0,3906.6979752501447
Oklahoma,2013,3850568.0,16484.0,428.1,195.0,5.1,1675.0,43.50007583296802,3031.0,78.7,11583.0,300.8,126057.0,3273.7,33348.0,866.1,81495.0,2116.4,11214.0,291.2,1675.0,43.5,0.0,0.0,OK,142541.0,3701.8174980937883
Texas,2012,26060796.0,106475.0,408.6,1148.0,4.4,7715.0,29.603854003538494,30385.0,116.6,67227.0,258.0,876459.0,3363.1,205002.0,786.6,606425.0,2327.0,65032.0,249.5,7715.0,29.6,0.0,0.0,TX,982934.0,3771.6959988482317
Texas,2013,26448193.0,105736.0,399.8,1139.0,4.3,7504.0,28.372448734021262,31801.0,120.2,65292.0,246.9,861734.0,3258.2,190898.0,721.8,605091.0,2287.8,65745.0,248.6,7504.0,28.4,0.0,0.0,TX,967470.0,3657.981473441305
Arizona,2012,6551149.0,28077.0,428.6,358.0,5.5,2282.0,34.83358415447427,7383.0,112.7,18054.0,275.6,231701.0,3536.8,52911.0,807.7,159808.0,2439.4,18982.0,289.8,2282.0,34.8,0.0,0.0,AZ,259778.0,3965.380729395714
Arizona,2013,6626624.0,26892.0,405.8,357.0,5.4,2343.0,35.35737051023266,6702.0,101.1,17490.0,263.9,225243.0,3399.1,48533.0,732.4,159272.0,2403.5,17438.0,263.2,2343.0,35.4,0.0,0.0,AZ,252135.0,3804.8786229609527
Colorado,2012,5189458.0,15951.0,307.4,152.0,2.9,2122.0,40.890590115576614,3392.0,65.4,10285.0,198.2,139355.0,2685.3,26163.0,504.2,101091.0,1948.0,12101.0,233.2,2122.0,40.9,0.0,0.0,CO,155306.0,2992.7210124833846
Colorado,2013,5268367.0,15342.0,291.2,178.0,3.4,2050.0,38.91148813285027,3151.0,59.8,9963.0,189.1,140057.0,2658.5,25081.0,476.1,102443.0,1944.5,12533.0,237.9,2050.0,38.9,0.0,0.0,CO,155399.0,2949.661631393561
Idaho,2012,1595590.0,3348.0,209.8,30.0,1.9,495.0,31.02300716349438,243.0,15.2,2580.0,161.7,31825.0,1994.6,7240.0,453.8,23203.0,1454.2,1382.0,86.6,495.0,31.0,0.0,0.0,ID,35173.0,2204.3883453769454
Idaho,2013,1612136.0,3300.0,204.7,27.0,1.7,457.0,28.347484331346738,220.0,13.6,2596.0,161.0,30055.0,1864.3,6640.0,411.9,21879.0,1357.1,1536.0,95.3,457.0,28.3,0.0,0.0,ID,33355.0,2068.9941791511387
Montana,2012,1005494.0,2803.0,278.8,29.0,2.9,392.0,38.98581194915136,202.0,20.1,2180.0,216.8,26102.0,2595.9,3920.0,389.9,20484.0,2037.2,1698.0,168.9,392.0,39.0,0.0,0.0,MT,28905.0,2874.7063632403574
Montana,2013,1015165.0,2444.0,240.7,22.0,2.2,287.0,28.271266247358803,204.0,20.1,1931.0,190.2,25953.0,2556.5,4064.0,400.3,20039.0,1974.0,1850.0,182.2,287.0,28.3,0.0,0.0,MT,28397.0,2797.27926002177
Nevada,2012,2754354.0,16763.0,608.6,124.0,4.5,931.0,33.801029206848504,4918.0,178.6,10790.0,391.7,77510.0,2814.1,22120.0,803.1,45372.0,1647.3,10018.0,363.7,931.0,33.8,0.0,0.0,NV,94273.0,3422.6900391162503
Nevada,2013,2790136.0,16496.0,591.2,163.0,5.8,1090.0,39.06619605639295,5183.0,185.8,10060.0,360.6,79177.0,2837.7,23047.0,826.0,46132.0,1653.4,9998.0,358.3,1090.0,39.1,0.0,0.0,NV,95673.0,3428.9726378929204
New Mexico,2012,2083540.0,11660.0,559.6,116.0,5.6,957.0,45.9314436007948,1847.0,88.6,8740.0,419.5,75094.0,3604.2,21384.0,1026.3,48247.0,2315.6,5463.0,262.2,957.0,45.9,0.0,0.0,NM,86754.0,4163.7789531278495
New Mexico,2013,2085287.0,12443.0,596.7,125.0,6.0,1126.0,53.997363432467566,1810.0,86.8,9382.0,449.9,77256.0,3704.8,21476.0,1029.9,49875.0,2391.8,5905.0,283.2,1126.0,54.0,0.0,0.0,NM,89699.0,4301.518208284999
Utah,2012,2854871.0,5939.0,208.0,52.0,1.8,975.0,34.152156086912505,1105.0,38.7,3807.0,133.4,86284.0,3022.3,13095.0,458.7,67157.0,2352.4,6032.0,211.3,975.0,34.2,0.0,0.0,UT,92223.0,3230.3736315931615
Utah,2013,2900872.0,6070.0,209.2,49.0,1.7,994.0,34.265558769914705,1243.0,42.8,3784.0,130.4,85586.0,2950.4,13333.0,459.6,64788.0,2233.4,7465.0,257.3,994.0,34.3,0.0,0.0,UT,91656.0,3159.6016646029193
Wyoming,2012,576626.0,1161.0,201.3,14.0,2.4,154.0,26.707085701997478,61.0,10.6,932.0,161.6,13222.0,2293.0,2125.0,368.5,10513.0,1823.2,584.0,101.3,154.0,26.7,0.0,0.0,WY,14383.0,2494.337750985908
Wyoming,2013,582658.0,1152.0,197.7,17.0,2.9,144.0,24.714326414466118,75.0,12.9,916.0,157.2,12809.0,2198.4,1955.0,335.5,10276.0,1763.6,578.0,99.2,144.0,24.7,0.0,0.0,WY,13961.0,2396.0882713358437
Alaska,2012,730307.0,4412.0,604.1,30.0,4.1,583.0,79.82944159100214,630.0,86.3,3169.0,433.9,20037.0,2743.6,2950.0,403.9,15565.0,2131.3,1522.0,208.4,583.0,79.8,0.0,0.0,AK,24449.0,3347.770184319745
Alaska,2013,735132.0,4430.0,602.6,34.0,4.6,644.0,87.60331477884243,624.0,84.9,3128.0,425.5,21210.0,2885.2,2916.0,396.7,16599.0,2258.0,1695.0,230.6,644.0,87.6,0.0,0.0,AK,25640.0,3487.808992126584
California,2012,37999878.0,160944.0,423.5,1884.0,5.0,7837.0,20.623750423619782,56521.0,148.7,94702.0,249.2,1049465.0,2761.8,245767.0,646.8,635090.0,1671.3,168608.0,443.7,7837.0,20.6,0.0,0.0,CA,1210409.0,3185.2970685853256
California,2013,38332521.0,151879.0,396.2,1746.0,4.6,7464.0,19.471716978906763,53640.0,139.9,89029.0,232.3,1018907.0,2658.1,232058.0,605.4,621557.0,1621.5,165292.0,431.2,7464.0,19.5,0.0,0.0,CA,1170786.0,3054.289072195382
Hawaii,2012,1390090.0,3378.0,243.0,21.0,1.5,279.0,20.070642908013152,1125.0,80.9,1953.0,140.5,43419.0,3123.5,7653.0,550.5,31901.0,2294.9,3865.0,278.0,279.0,20.1,0.0,0.0,HI,46797.0,3366.472674431152
Hawaii,2013,1404054.0,3444.0,245.3,21.0,1.5,296.0,21.081810243765553,1131.0,80.6,1996.0,142.2,42875.0,3053.7,7533.0,536.5,31658.0,2254.8,3684.0,262.4,296.0,21.1,0.0,0.0,HI,46319.0,3298.947191489786
Oregon,2012,3899801.0,9638.0,247.1,91.0,2.3,1159.0,29.7194651727101,2419.0,62.0,5969.0,153.1,126417.0,3241.6,22051.0,565.4,94114.0,2413.3,10252.0,262.9,1159.0,29.7,0.0,0.0,OR,136055.0,3488.767760201097
Oregon,2013,3930065.0,9546.0,242.9,80.0,2.0,1459.0,37.12406792254072,2397.0,61.0,5610.0,142.7,124737.0,3173.9,20769.0,528.5,94106.0,2394.5,9862.0,250.9,1459.0,37.1,0.0,0.0,OR,134283.0,3416.8137168214776
Washington,2012,6895318.0,20553.0,298.1,217.0,3.1,2250.0,32.63083733049005,5801.0,84.1,12285.0,178.2,254377.0,3689.1,61376.0,890.1,166338.0,2412.3,26663.0,386.7,2250.0,32.6,0.0,0.0,WA,274930.0,3987.1982698985025
Washington,2013,6971406.0,19377.0,277.9,160.0,2.3,1797.0,25.776722801684482,5819.0,83.5,11601.0,166.4,258662.0,3710.3,58353.0,837.0,171910.0,2465.9,28399.0,407.4,1797.0,25.8,0.0,0.0,WA,278039.0,3988.2772571271844
Puerto Rico,2012,3651545.0,10041.0,275.0,978.0,26.8,32.0,0.8763413842633735,6298.0,172.5,2733.0,74.8,51679.0,1415.3,15287.0,418.6,30545.0,836.5,5847.0,160.1,32.0,0.9,0.0,0.0,PR,61720.0,1690.2434448979816
Puerto Rico,2013,3615086.0,9320.0,257.8,883.0,24.4,26.0,0.7192083397186125,6016.0,166.4,2395.0,66.3,48851.0,1351.3,13961.0,386.2,29360.0,812.2,5530.0,153.0,26.0,0.7,0.0,0.0,PR,58171.0,1609.1180126835156
Connecticut,2014,3594762.0,8575.0,238.5,89.0,2.5,1373.0,38.19446183085278,3172.0,88.2,4520.0,125.7,69326.0,1928.5,12017.0,334.3,51195.0,1424.2,6114.0,170.1,579.0,16.1,794.0,22.1,CT,77901.0,2167.069753157511
Connecticut,2015,3590886.0,7845.0,218.5,117.0,3.3,1355.0,37.734419861839115,2892.0,80.5,4063.0,113.1,65066.0,1812.0,10053.0,280.0,48675.0,1355.5,6338.0,176.5,582.0,16.2,773.0,21.5,CT,72911.0,2030.4459679310344
Maine,2014,1330256.0,1698.0,127.6,21.0,1.6,830.0,62.394005364380995,304.0,22.9,889.0,66.8,26427.0,1986.6,5035.0,378.5,20591.0,1547.9,801.0,60.2,346.0,26.0,484.0,36.4,ME,28125.0,2114.254699847247
Maine,2015,1329328.0,1729.0,130.1,23.0,1.7,828.0,62.28711047988156,311.0,23.4,921.0,69.3,24327.0,1830.0,4684.0,352.4,18829.0,1416.4,814.0,61.2,354.0,26.6,474.0,35.7,ME,26056.0,1960.088104666418
Massachusetts,2014,6755124.0,26689.0,395.1,133.0,2.0,3827.0,56.653290154259196,6077.0,90.0,18277.0,270.6,125481.0,1857.6,24951.0,369.4,92226.0,1365.3,8304.0,122.9,1625.0,24.1,2202.0,32.6,MA,152170.0,2252.660350868467
Massachusetts,2015,6794422.0,26562.0,390.9,128.0,1.9,3683.0,54.20622975729209,5288.0,77.8,19071.0,280.7,114871.0,1690.7,21890.0,322.2,84912.0,1249.7,8069.0,118.8,1608.0,23.7,2075.0,30.5,MA,141433.0,2081.604586821366
New Hampshire,2014,1327996.0,2625.0,197.7,16.0,1.2,1034.0,77.86168030626598,544.0,41.0,1469.0,110.6,26098.0,1965.2,4191.0,315.6,21051.0,1585.2,856.0,64.5,438.0,33.0,596.0,44.9,NH,28723.0,2162.88302073199
New Hampshire,2015,1330608.0,2652.0,199.3,14.0,1.1,1088.0,81.76713201784447,468.0,35.2,1543.0,116.0,23229.0,1745.7,3467.0,260.6,18871.0,1418.2,891.0,67.0,461.0,34.6,627.0,47.1,NH,25881.0,1945.0506835972728
Rhode Island,2014,1054907.0,2320.0,219.9,26.0,2.5,630.0,59.720904307204336,530.0,50.2,1398.0,132.5,22982.0,2178.6,4830.0,457.9,16317.0,1546.8,1835.0,173.9,264.0,25.0,366.0,34.7,RI,25302.0,2398.505271080768
Rhode Island,2015,1056298.0,2562.0,242.5,29.0,2.7,797.0,75.45219246841327,556.0,52.6,1518.0,143.7,20043.0,1897.5,3947.0,373.7,14707.0,1392.3,1389.0,131.5,338.0,32.0,459.0,43.5,RI,22605.0,2140.0210925325996
Vermont,2014,626767.0,643.0,102.6,10.0,1.6,202.0,32.22888250338642,72.0,11.5,444.0,70.8,9721.0,1551.0,2092.0,333.8,7375.0,1176.7,254.0,40.5,85.0,13.6,117.0,18.7,VT,10364.0,1653.565040916321
Vermont,2015,626042.0,739.0,118.0,10.0,1.6,257.0,41.05155884110012,101.0,16.1,492.0,78.6,8806.0,1406.6,1968.0,314.4,6660.0,1063.8,178.0,28.4,121.0,19.3,136.0,21.7,VT,9545.0,1524.658090032298
New Jersey,2014,8938844.0,23319.0,260.9,352.0,3.9,2233.0,24.98085882246071,10499.0,117.5,11188.0,125.2,154945.0,1733.4,31707.0,354.7,111534.0,1247.7,11704.0,130.9,953.0,10.7,1280.0,14.3,NJ,178264.0,1994.2623453323495
New Jersey,2015,8958013.0,22879.0,255.4,363.0,4.1,2392.0,26.702350175200685,9729.0,108.6,11414.0,127.4,145701.0,1626.5,27960.0,312.1,105963.0,1182.9,11778.0,131.5,1019.0,11.4,1373.0,15.3,NJ,168580.0,1881.8905487187837
New York,2014,19748858.0,75972.0,384.7,616.0,3.1,10341.0,52.362521417694126,24036.0,121.7,45295.0,229.4,339113.0,1717.1,50738.0,256.9,272624.0,1380.5,15751.0,79.8,4316.0,21.9,6025.0,30.5,NY,415085.0,2101.8177354862746
New York,2015,19795791.0,75165.0,379.7,609.0,3.1,10463.0,52.854669964943554,23936.0,120.9,44546.0,225.0,317529.0,1604.0,44276.0,223.7,257940.0,1303.0,15313.0,77.4,4389.0,22.2,6074.0,30.7,NY,392694.0,1983.7247220886497
Pennsylvania,2014,12793767.0,40298.0,315.0,610.0,4.8,6624.0,51.775212101330276,13545.0,105.9,22304.0,174.3,246982.0,1930.5,45718.0,357.3,188211.0,1471.1,13053.0,102.0,2785.0,21.8,3839.0,30.0,PA,287280.0,2245.468437872911
Pennsylvania,2015,12802503.0,40339.0,315.1,658.0,5.1,7427.0,58.012093416420214,13003.0,101.6,22373.0,174.8,232085.0,1812.8,39664.0,309.8,180287.0,1408.2,12134.0,94.8,3122.0,24.4,4305.0,33.6,PA,272424.0,2127.896396509339
Illinois,2014,12882189.0,47775.0,370.9,690.0,5.4,7511.0,58.305308204995285,15271.0,118.5,27485.0,213.4,269647.0,2093.2,50759.0,394.0,201003.0,1560.3,17885.0,138.8,3182.0,24.7,4329.0,33.6,IL,317422.0,2464.0377501059793
Illinois,2015,12859995.0,49354.0,383.8,744.0,5.8,8370.0,65.08556185286231,14910.0,115.9,28879.0,224.6,255729.0,1988.6,46443.0,361.1,191634.0,1490.2,17652.0,137.3,3549.0,27.6,4821.0,37.5,IL,305083.0,2372.3415133520657
Indiana,2014,6597880.0,24105.0,365.3,333.0,5.0,3805.0,57.6700394672228,6894.0,104.5,14681.0,222.5,174909.0,2651.0,36909.0,559.4,124144.0,1881.6,13856.0,210.0,1608.0,24.4,2197.0,33.3,IN,199014.0,3016.3325189303227
Indiana,2015,6619680.0,25653.0,387.5,373.0,5.6,4193.0,63.34143040146956,7111.0,107.4,15765.0,238.2,171847.0,2596.0,34410.0,519.8,123918.0,1872.0,13519.0,204.2,1789.0,27.0,2404.0,36.3,IN,197500.0,2983.5279046721294
Michigan,2014,9916306.0,42555.0,429.1,544.0,5.5,10864.0,109.55692573424015,8037.0,81.0,27610.0,278.4,202692.0,2044.0,44328.0,447.0,137142.0,1383.0,21222.0,214.0,4500.0,45.4,6364.0,64.2,MI,245247.0,2473.168940127503
Michigan,2015,9922576.0,41231.0,415.5,571.0,5.8,10613.0,106.95811249014368,7796.0,78.6,26414.0,266.2,187101.0,1885.6,40041.0,403.5,131296.0,1323.2,15764.0,158.9,4163.0,42.0,6450.0,65.0,MI,228332.0,2301.136317827145
Ohio,2014,11596998.0,33130.0,285.7,464.0,4.0,9053.0,78.0633056934217,12780.0,110.2,14658.0,126.4,322517.0,2781.0,79466.0,685.2,224942.0,1939.7,18109.0,156.2,3825.0,33.0,5228.0,45.1,OH,355647.0,3066.7160587593444
Ohio,2015,11613423.0,33898.0,291.9,500.0,4.3,9303.0,80.10558127435813,12554.0,108.1,15695.0,135.1,300525.0,2587.7,69303.0,596.7,213993.0,1842.6,17229.0,148.4,4154.0,35.8,5149.0,44.3,OH,334423.0,2879.6247239078434
Wisconsin,2014,5759432.0,16763.0,291.1,159.0,2.8,2893.0,50.23064774443035,5101.0,88.6,9826.0,170.6,120535.0,2092.8,21375.0,371.1,89255.0,1549.7,9905.0,172.0,1216.0,21.1,1677.0,29.1,WI,137298.0,2383.8809104786724
Wisconsin,2015,5771337.0,17647.0,305.8,240.0,4.2,3004.0,52.0503307985654,5232.0,90.7,10395.0,180.1,113924.0,1974.0,19554.0,338.8,83385.0,1444.8,10985.0,190.3,1224.0,21.2,1780.0,30.8,WI,131571.0,2279.731715545289
Iowa,2014,3109481.0,8484.0,272.8,60.0,1.9,1979.0,63.644061500938584,1047.0,33.7,6227.0,200.3,65100.0,2093.6,14363.0,461.9,46594.0,1498.4,4143.0,133.2,829.0,26.7,1150.0,37.0,IA,73584.0,2366.4399300076125
Iowa,2015,3123899.0,8936.0,286.1,72.0,2.3,2007.0,64.24663537457518,1047.0,33.5,6661.0,213.2,63957.0,2047.3,14892.0,476.7,44723.0,1431.6,4342.0,139.0,851.0,27.2,1156.0,37.0,IA,72893.0,2333.398102819586
Kansas,2014,2902507.0,10235.0,352.6,92.0,3.2,2549.0,87.82063230166197,1361.0,46.9,7299.0,251.5,80029.0,2757.2,15921.0,548.5,57169.0,1969.6,6939.0,239.1,1066.0,36.7,1483.0,51.1,KS,90264.0,3109.8633009326077
Kansas,2015,2911641.0,11353.0,389.9,128.0,4.4,2866.0,98.43246471663231,1818.0,62.4,7792.0,267.6,79199.0,2720.1,15362.0,527.6,56880.0,1953.5,6957.0,238.9,1251.0,43.0,1615.0,55.5,KS,90552.0,3109.998794494239
Minnesota,2014,5457125.0,12505.0,229.1,88.0,1.6,3449.0,63.2017774927274,3687.0,67.6,6729.0,123.3,125377.0,2297.5,20773.0,380.7,96237.0,1763.5,8367.0,153.3,1448.0,26.5,2001.0,36.7,MN,137882.0,2526.6417756602605
Minnesota,2015,5489594.0,13319.0,242.6,133.0,2.4,4007.0,72.99264754369814,3771.0,68.7,7094.0,129.2,121984.0,2222.1,19299.0,351.6,94704.0,1725.2,7981.0,145.4,1686.0,30.7,2321.0,42.3,MN,135303.0,2464.7177915160937
Missouri,2014,6063827.0,26882.0,443.3,404.0,6.7,4131.0,68.12529447162659,5592.0,92.2,18483.0,304.8,176436.0,2909.6,35293.0,582.0,124769.0,2057.6,16374.0,270.0,1728.0,28.5,2403.0,39.6,MO,203318.0,3352.9650499593736
Missouri,2015,6083672.0,30261.0,497.4,502.0,8.3,4407.0,72.43980280330695,6376.0,104.8,20830.0,342.4,173642.0,2854.2,34006.0,559.0,122637.0,2015.8,16999.0,279.4,1854.0,30.5,2553.0,42.0,MO,203903.0,3351.6435468578843
Nebraska,2014,1882980.0,5201.0,276.2,53.0,2.8,1523.0,80.88243104015974,1044.0,55.4,3226.0,171.3,47526.0,2524.0,7936.0,421.5,35063.0,1862.1,4527.0,240.4,645.0,34.3,878.0,46.6,NE,52727.0,2800.189062018715
Nebraska,2015,1896190.0,5212.0,274.9,62.0,3.3,1525.0,80.42443004129333,994.0,52.4,3283.0,173.1,42495.0,2241.1,6422.0,338.7,32072.0,1691.4,4001.0,211.0,652.0,34.4,873.0,46.0,NE,47707.0,2515.9398583475286
North Dakota,2014,740040.0,2001.0,270.4,23.0,3.1,657.0,88.77898491973406,175.0,23.6,1421.0,192.0,15857.0,2142.7,2751.0,371.7,11559.0,1561.9,1547.0,209.0,275.0,37.2,382.0,51.6,ND,17858.0,2413.112804713259
North Dakota,2015,756927.0,1812.0,239.4,21.0,2.8,621.0,82.04225770781065,148.0,19.6,1298.0,171.5,16020.0,2116.5,2997.0,395.9,11440.0,1511.4,1583.0,209.1,276.0,36.5,345.0,45.6,ND,17832.0,2355.841448382737
South Dakota,2014,853304.0,2801.0,328.3,23.0,2.7,814.0,95.3939041654557,199.0,23.3,2101.0,246.2,16036.0,1879.3,2817.0,330.1,12209.0,1430.8,1010.0,118.4,336.0,39.4,478.0,56.0,SD,18837.0,2207.5368215782414
South Dakota,2015,858469.0,3289.0,383.1,32.0,3.7,936.0,109.03131039094016,216.0,25.2,2546.0,296.6,16680.0,1943.0,2960.0,344.8,12532.0,1459.8,1188.0,138.4,441.0,51.4,495.0,57.7,SD,19969.0,2326.117774782782
Delaware,2014,935968.0,4568.0,488.1,50.0,5.3,664.0,70.94259632807959,1271.0,135.8,2857.0,305.2,27915.0,2982.5,5765.0,615.9,20885.0,2231.4,1265.0,135.2,274.0,29.3,390.0,41.7,DE,32483.0,3470.524633320797
Delaware,2015,945934.0,4720.0,499.0,63.0,6.7,584.0,61.73792251890724,1235.0,130.6,3081.0,325.7,25455.0,2691.0,4773.0,504.6,19501.0,2061.6,1181.0,124.9,243.0,25.7,341.0,36.0,DE,30175.0,3189.968856178126
District Of Columbia,2014,659836.0,8199.0,1242.6,105.0,15.9,821.0,124.42485708570008,3497.0,530.0,4125.0,625.2,34147.0,5175.1,3466.0,525.3,26898.0,4076.5,3783.0,573.3,349.0,52.9,472.0,71.5,DC,42346.0,6417.655296164501
District Of Columbia,2015,672228.0,8531.0,1269.1,162.0,24.1,860.0,127.93278470994959,3742.0,556.7,4133.0,614.8,31435.0,4676.2,2971.0,442.0,25200.0,3748.7,3264.0,485.5,366.0,54.4,494.0,73.5,DC,39966.0,5945.304271764937
Florida,2014,19905569.0,91345.0,458.9,982.0,4.9,12170.0,61.13866928395767,21621.0,108.6,61610.0,309.5,583774.0,2932.7,121379.0,609.8,426197.0,2141.1,36198.0,181.8,5038.0,25.3,7132.0,35.8,FL,675119.0,3391.6086498205595
Florida,2015,20271272.0,93626.0,461.9,1041.0,5.1,12983.0,64.04630158383746,21137.0,104.3,63895.0,315.2,570270.0,2813.2,109268.0,539.0,420341.0,2073.6,40661.0,200.6,5430.0,26.8,7553.0,37.3,FL,663896.0,3275.0584176464113
Georgia,2014,10097132.0,38955.0,385.8,607.0,6.0,5356.0,53.044765582939796,12786.0,126.6,22415.0,222.0,339146.0,3358.8,78029.0,772.8,233359.0,2311.1,27758.0,274.9,2209.0,21.9,3147.0,31.2,GA,378101.0,3744.6375861977435
Georgia,2015,10214860.0,38643.0,378.3,615.0,6.0,5520.0,54.038919769825526,12247.0,119.9,22557.0,220.8,308723.0,3022.3,66374.0,649.8,215867.0,2113.3,26482.0,259.2,2296.0,22.5,3224.0,31.6,GA,347366.0,3400.5948197038433
Maryland,2014,5975346.0,26767.0,448.0,362.0,6.1,2776.0,46.457560783927825,9565.0,160.1,15208.0,254.5,150390.0,2516.8,28134.0,470.8,109140.0,1826.5,13116.0,219.5,1144.0,19.1,1632.0,27.3,MD,177157.0,2964.7990258639416
Maryland,2015,6006401.0,27462.0,457.2,516.0,8.6,2850.0,47.44937942038835,9863.0,164.2,15417.0,256.7,139048.0,2315.0,25678.0,427.5,100219.0,1668.5,13151.0,218.9,1184.0,19.7,1666.0,27.7,MD,166510.0,2772.209181504865
North Carolina,2014,9940387.0,32718.0,329.1,498.0,5.0,4170.0,41.95007699398424,8411.0,84.6,21377.0,215.1,285498.0,2872.1,79266.0,797.4,192609.0,1937.6,13623.0,137.0,1738.0,17.5,2432.0,24.5,NC,318216.0,3201.243573313595
North Carolina,2015,10042802.0,34852.0,347.0,517.0,5.1,4623.0,46.03296968316213,8825.0,87.9,22826.0,227.3,276183.0,2750.1,74841.0,745.2,187907.0,1871.1,13435.0,133.8,1939.0,19.3,2684.0,26.7,NC,311035.0,3097.0938190357633
South Carolina,2014,4829160.0,24038.0,497.8,322.0,6.7,3707.0,76.76283245947535,4018.0,83.2,17513.0,362.7,168281.0,3484.7,37163.0,769.6,118173.0,2447.1,12945.0,268.1,1522.0,31.5,2185.0,45.2,SC,192319.0,3982.452434791972
South Carolina,2015,4896146.0,24700.0,504.5,399.0,8.1,4004.0,81.77860709219047,3931.0,80.3,18073.0,369.1,161245.0,3293.3,34551.0,705.7,113724.0,2322.7,12970.0,264.9,1707.0,34.9,2297.0,46.9,SC,185945.0,3797.782990948391
