State,Year,UV_Irradiance,Median_age_years,Percent_Male,Percent_White,Percent_BA_or_higher,Percent_unemployed,Per_capita_income_dollars,Population,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Hate_crime,NO2,PM10,PM25,SO2,Region,Violent_crime_per_100K,Property_crime_per_100K,Hate_crime_per_100K
CO,2007,3413,35.7,50.4,85.8,35.0,3.8,29133.0,4861515.0,16906.0,153.0,1998.0,3453.0,11302.0,146141.0,28751.0,100598.0,16792.0,158.0,24.0,64.0,9.0,30.0,West,347.75167823199143,3006.079380604606,3.250015684411135
CO,2008,3459,35.8,50.4,84.7,35.6,3.4,30471.0,4935213.0,17129.0,156.0,2094.0,3369.0,11510.0,141107.0,28222.0,99468.0,13417.0,164.0,22.0,58.5,7.6,30.0,West,347.0772183490358,2859.1876378993165,3.3230581942461246
CO,2009,3352,35.7,50.3,84.6,35.9,5.9,29015.0,5024748.0,16976.0,175.0,2242.0,3387.0,11172.0,133968.0,26649.0,94861.0,12458.0,208.0,21.0,43.5,7.0,33.0,West,337.84778858561657,2666.163556858971,4.139511075978338
CO,2010,3241,36.0,50.1,83.35,36.4,6.8,28723.0,5047692.0,16339.0,129.0,2230.0,3164.0,10816.0,135001.0,26196.0,97534.0,11271.0,154.0,22.0,52.0,7.2,35.0,West,323.6924915387072,2674.5094589764985,3.0508993020968793
CO,2011,3508,36.2,50.2,84.39,36.7,6.3,29804.0,5116796.0,16383.0,149.0,2278.0,3306.0,10650.0,133361.0,25768.0,96546.0,11047.0,186.0,21.0,70.5,6.7,32.0,West,320.18083191121946,2606.3380287195346,3.635087269455339
CO,2012,3662,36.2,50.1,84.37,37.5,5.3,30329.0,5189458.0,15951.0,152.0,2122.0,3392.0,10285.0,139355.0,26163.0,101091.0,12101.0,189.0,22.0,63.0,7.3,34.0,West,307.3731399309909,2685.3478725523937,3.6419988368727525
CO,2013,3457,36.4,50.2,83.82,37.8,4.7,31421.0,5268367.0,15342.0,178.0,2050.0,3151.0,9963.0,140057.0,25081.0,102443.0,12533.0,129.0,21.0,73.5,7.3,34.0,West,291.2097809435068,2658.451850450054,2.448576570311066
CO,2014,3635,36.3,50.3,84.4,38.3,3.7,32357.0,5355588.0,16487.0,150.0,5325.0,3037.0,10211.0,135789.0,23502.0,99688.0,12599.0,94.0,21.0,68.5,6.7,16.0,West,307.846682754536,2535.4638930403157,1.7551760889747308
CO,2015,3775,36.4,50.2,84.44,39.2,3.5,33563.0,5456574.0,17515.0,176.0,5634.0,3323.0,10759.0,144136.0,23454.0,104682.0,16000.0,107.0,20.0,60.0,6.7,15.0,West,320.9889575400242,2641.5109554090172,1.9609373940498196
CO,2016,4190,36.7,50.4,84.02,39.9,3.2,34542.0,5530105.0,19030.0,189.0,3635.0,3525.0,11681.0,152146.0,23825.0,108680.0,19641.0,105.0,19.0,74.5,6.2,14.0,West,344.1164317856532,2751.231667391487,1.8986981259849496
CO,2017,4180,36.8,50.3,84.19,41.2,2.8,36345.0,5607154.0,20638.0,221.0,3858.0,3838.0,12721.0,151483.0,22813.0,106809.0,21861.0,78.0,17.0,66.0,6.6,13.0,West,368.06551059592795,2701.602274522869,1.3910800381084594
CO,2018,4203,36.9,50.3,84.11,41.7,2.7,38057.0,5691287.0,22851.0,215.0,4328.0,3781.0,14527.0,154292.0,21757.0,110518.0,22017.0,97.0,17.0,68.0,6.9,7.0,West,401.5084812978154,2711.021250553697,1.704359664167349
CO,2019,4305,37.1,50.4,83.74,42.7,2.5,41053.0,5758736.0,21938.0,218.0,3872.0,3663.0,14185.0,149189.0,20064.0,107012.0,22113.0,233.0,18.0,68.5,6.5,6.0,West,380.95165327946967,2590.6553104709087,4.046026766984977
CT,2000,2579,37.5,48.28,83.75,33.3,4.3,65348.0,3405565.0,11058.0,98.0,678.0,3832.0,6450.0,99033.0,17436.0,68498.0,13099.0,156.0,17.0,,10.7,,Northeast,324.70383034826824,2907.975622253576,4.580737704316317
CT,2001,2529,38.4,48.49,83.17,32.8,5.2,30153.0,3425074.0,11492.0,105.0,639.0,4183.0,6565.0,95299.0,17159.0,65762.0,12378.0,171.0,20.0,,12.3,,Northeast,335.52559740315104,2782.3924388203004,4.992592860767387
CT,2002,2580,38.1,48.14,81.92,32.9,6.2,30187.0,3460503.0,10767.0,80.0,730.0,4060.0,5897.0,92952.0,17088.0,64292.0,11572.0,140.0,17.0,,11.8,,Northeast,311.1397389339064,2686.0834971101026,4.045654634600807
CT,2003,2547,38.5,48.5,81.48,34.6,7.0,31474.0,3483372.0,10736.0,104.0,652.0,4146.0,5834.0,90801.0,15609.0,64166.0,11026.0,147.0,17.0,,11.7,,Northeast,308.2071050694557,2606.698337128506,4.220048849218516
CT,2004,2606,38.9,48.7,80.09,34.6,6.4,32884.0,3498966.0,10113.0,100.0,755.0,4188.0,5070.0,93942.0,15959.0,66770.0,11213.0,120.0,15.0,,10.9,,Northeast,289.0282443441863,2684.8503243529663,3.4295846258580394
CT,2005,2088,39.3,48.48,81.19,34.9,6.3,33949.0,3510297.0,9635.0,102.0,702.0,3966.0,4865.0,89794.0,15343.0,64033.0,10418.0,103.0,16.0,,11.5,,Northeast,274.47819942301174,2558.017170626873,2.9342246539252947
CT,2006,2026,39.1,48.67,79.9,33.7,6.2,34048.0,3504809.0,9841.0,108.0,636.0,4241.0,4856.0,87764.0,14694.0,62680.0,10390.0,127.0,13.0,,10.7,,Northeast,280.78562911702176,2504.102220691627,3.6235926123220983
CT,2007,2211,39.1,48.7,81.2,34.7,4.1,35904.0,3502309.0,8965.0,106.0,658.0,3607.0,4594.0,84052.0,15162.0,59723.0,9167.0,144.0,12.0,,10.0,,Northeast,255.9739874465674,2399.9024643456646,4.111573250675483
CT,2008,2184,39.3,48.8,80.1,35.6,4.4,37393.0,3502932.0,10737.0,132.0,680.0,4043.0,5882.0,87210.0,15107.0,63212.0,8891.0,179.0,11.0,,9.6,,Northeast,306.51465686459227,2489.62868819606,5.110004990105432
CT,2009,2111,39.5,48.8,79.1,35.6,6.3,35747.0,3518288.0,10508.0,107.0,651.0,3990.0,5760.0,82181.0,15073.0,59632.0,7476.0,200.0,10.0,,8.1,,Northeast,298.66798852169006,2335.8235596403706,5.684582956255997
CT,2010,2174,40.0,48.6,78.22,35.5,7.1,35078.0,3575498.0,10083.0,133.0,595.0,3553.0,5802.0,78259.0,15145.0,56413.0,6701.0,147.0,10.0,,7.6,,Northeast,282.0026748721437,2188.7580415371513,4.11131540277746
CT,2011,2369,40.3,48.7,77.84,36.2,7.2,35932.0,3580709.0,9767.0,128.0,686.0,3677.0,5276.0,77609.0,15679.0,55218.0,6712.0,142.0,11.0,,8.9,,Northeast,272.7672089521935,2167.4199159998757,3.9656950620673173
CT,2012,2374,40.4,48.7,78.13,37.1,6.6,36891.0,3591765.0,10183.0,117.0,933.0,3709.0,5424.0,77169.0,14787.0,55904.0,6478.0,149.0,9.0,,7.3,,Northeast,283.50963941126435,2148.4980225599393,4.148378304259883
CT,2013,2491,40.5,48.7,77.27,37.2,6.2,37726.0,3596080.0,9153.0,86.0,668.0,3530.0,4869.0,70990.0,12892.0,51876.0,6222.0,144.0,8.0,,7.7,,Northeast,254.52715178750196,1974.0940134813466,4.004360303441525
CT,2014,2557,40.5,48.8,76.85,38.0,5.3,39373.0,3594762.0,8575.0,89.0,1373.0,3172.0,4520.0,69326.0,12017.0,51195.0,6114.0,125.0,9.0,,7.1,,Northeast,238.54152235947748,1928.5282307980333,3.4772816670477766
CT,2015,2658,40.6,48.8,76.53,38.3,4.6,39430.0,3590886.0,7845.0,117.0,1355.0,2892.0,4063.0,65066.0,10053.0,48675.0,6338.0,93.0,10.0,,7.2,,Northeast,218.46975927389505,1811.9762086571393,2.5898900716981825
CT,2016,3093,40.9,48.8,76.67,38.6,4.2,41087.0,3587685.0,8169.0,79.0,791.0,2711.0,4588.0,64875.0,10107.0,47642.0,7126.0,108.0,9.0,,6.9,,Northeast,227.69557528043848,1808.2691206167765,3.010297726807119
CT,2017,2693,40.9,48.8,75.89,38.7,4.0,42029.0,3588184.0,8180.0,102.0,837.0,2813.0,4428.0,63509.0,8890.0,47310.0,7309.0,110.0,9.0,,5.8,,Northeast,227.97047197133705,1769.9482523750173,3.065617593746586
CT,2018,2770,41.1,48.7,75.24,39.6,3.6,44026.0,3571520.0,7485.0,86.0,873.0,2205.0,4321.0,59356.0,7983.0,44181.0,7192.0,95.0,8.0,,6.8,,Northeast,209.57463488934684,1661.9254547083592,2.659931905743213
CT,2019,2945,41.2,48.9,74.61,39.8,3.5,45359.0,3565287.0,6546.0,104.0,771.0,1929.0,3742.0,50862.0,6441.0,38457.0,5964.0,80.0,8.0,,6.7,,Northeast,183.60373232225064,1426.5892198860847,2.2438586290528644
DE,2000,2811,36.5,48.46,76.18,25.3,4.3,55317.0,783600.0,5363.0,25.0,424.0,1394.0,3520.0,29727.0,5216.0,21360.0,3151.0,34.0,19.0,,13.2,112.0,Northeast,684.4053088310362,3793.64471669219,4.338948443083206
DE,2001,2765,36.5,48.32,75.82,24.9,4.5,23776.0,796165.0,4868.0,23.0,420.0,1156.0,3269.0,27399.0,5144.0,19476.0,2779.0,17.0,19.0,,13.0,118.0,Northeast,611.4310475843575,3441.372077396017,2.1352357865517826
DE,2002,2838,36.9,48.4,75.2,25.1,6.2,24930.0,807385.0,4836.0,26.0,358.0,1154.0,3298.0,26967.0,5355.0,18555.0,3057.0,13.0,19.0,,13.1,118.0,Northeast,598.9707512525003,3340.042235117076,1.6101364280981192
DE,2003,2765,37.1,48.49,75.47,27.6,6.2,25553.0,817491.0,5379.0,24.0,353.0,1389.0,3613.0,27667.0,5966.0,18821.0,2880.0,20.0,19.0,,12.7,116.0,Northeast,657.9888952905903,3384.3797668720513,2.446510114484441
DE,2004,2822,37.5,48.7,74.51,28.1,7.0,26440.0,830069.0,5105.0,28.0,357.0,1343.0,3377.0,27256.0,5669.0,19285.0,2302.0,37.0,18.0,,12.6,85.0,Northeast,615.0091137001864,3283.5824491698886,4.457460765309872
DE,2005,2291,37.9,48.48,73.57,27.6,5.6,27650.0,843524.0,5332.0,37.0,377.0,1306.0,3612.0,26245.0,5811.0,18085.0,2349.0,49.0,17.0,,13.2,124.0,Northeast,632.1100525889009,3111.351899886666,5.808963348997776
DE,2006,2348,37.5,48.46,72.13,27.0,5.9,26812.0,853476.0,5817.0,42.0,400.0,1735.0,3640.0,29171.0,6189.0,20166.0,2816.0,49.0,17.0,,11.9,93.0,Northeast,681.56573822814,3417.9051314858293,5.741227638504187
DE,2007,2431,37.8,48.4,73.8,26.1,3.6,27853.0,864764.0,5960.0,37.0,336.0,1706.0,3881.0,29143.0,6341.0,20486.0,2316.0,49.0,16.0,,12.1,46.0,Northeast,689.2053785772766,3370.0524073620086,5.666285830584991
DE,2008,2433,38.3,48.4,72.7,27.5,4.3,29417.0,876211.0,6187.0,57.0,371.0,1847.0,3912.0,31385.0,6783.0,22045.0,2557.0,62.0,15.0,,11.3,47.0,Northeast,706.1084601768295,3581.8997935428793,7.0759212107585965
DE,2009,2331,38.2,48.5,71.9,28.7,5.6,28131.0,885122.0,5635.0,41.0,338.0,1671.0,3585.0,29648.0,6932.0,20809.0,1907.0,37.0,14.0,,9.5,28.0,Northeast,636.6354016734416,3349.59474513118,4.180214704865544
DE,2010,2375,38.8,48.5,70.69,27.8,5.9,27729.0,899792.0,5608.0,51.0,326.0,1839.0,3392.0,31078.0,7550.0,21593.0,1935.0,20.0,12.0,,9.3,30.0,Northeast,623.2551523018653,3453.90934793819,2.2227359211906754
DE,2011,2630,39.1,48.5,70.19,28.8,5.7,29123.0,907135.0,5075.0,41.0,289.0,1538.0,3207.0,30939.0,7531.0,21878.0,1530.0,16.0,12.0,,8.6,25.0,Northeast,559.4536645592993,3410.627966068997,1.763794804521929
DE,2012,2678,39.2,48.5,69.71,29.5,5.6,28705.0,917053.0,5048.0,56.0,249.0,1498.0,3245.0,30707.0,7389.0,21880.0,1438.0,10.0,11.0,,8.2,19.0,Northeast,550.4589156788103,3348.443328793429,1.0904495160039822
DE,2013,2534,39.1,48.4,68.87,29.8,5.5,29484.0,925749.0,4435.0,39.0,266.0,1226.0,2904.0,28379.0,6131.0,20916.0,1332.0,13.0,10.0,,8.1,12.0,Northeast,479.0715409900524,3065.517759133415,1.4042683275920365
DE,2014,2520,39.6,48.5,69.21,30.6,4.2,30488.0,935968.0,4568.0,50.0,664.0,1271.0,2857.0,27915.0,5765.0,20885.0,1265.0,13.0,11.0,,8.2,12.0,Northeast,488.05087353413796,2982.4737597866597,1.3889363738931244
DE,2015,2863,39.7,48.4,69.23,30.9,3.6,31441.0,945934.0,4720.0,63.0,584.0,1235.0,3081.0,25455.0,4773.0,19501.0,1181.0,11.0,11.0,,7.7,10.0,Northeast,498.9777299473325,2690.991126230794,1.1628718282670885
DE,2016,3148,40.6,48.3,69.23,31.0,3.5,31712.0,952698.0,4859.0,58.0,311.0,1359.0,3131.0,26370.0,5028.0,19812.0,1530.0,15.0,10.0,,6.6,10.0,Northeast,510.0252126067233,2767.9285565835135,1.574475856987209
DE,2017,3767,40.1,48.4,68.83,31.5,3.1,33887.0,961939.0,4361.0,54.0,334.0,1082.0,2891.0,23477.0,3970.0,18138.0,1369.0,29.0,10.0,,6.7,4.0,Northeast,453.3551503785583,2440.591347268382,3.0147441781651434
DE,2018,3062,41.1,48.4,68.22,31.3,3.5,33745.0,965479.0,4079.0,46.0,334.0,861.0,2838.0,22405.0,3154.0,17780.0,1471.0,21.0,9.0,,6.5,5.0,Northeast,422.48459055039,2320.609769865528,2.1750861489478277
DE,2019,3248,41.4,48.3,67.75,33.2,2.9,36858.0,973764.0,4115.0,48.0,310.0,790.0,2967.0,21931.0,2968.0,17359.0,1604.0,22.0,9.0,,7.6,7.0,Northeast,422.5869923307906,2252.1884152628354,2.259274321088067
DC,2000,2851,35.4,46.6,30.06,41.0,7.8,45887.0,572059.0,8626.0,239.0,251.0,3554.0,4582.0,33000.0,4745.0,21655.0,6600.0,5.0,17.0,,14.5,,Northeast,1507.8864243023884,5768.635752605937,0.8740357200918087
DC,2001,2809,35.5,46.98,29.29,42.3,7.8,30926.0,571822.0,9931.0,232.0,188.0,3943.0,5568.0,34154.0,5011.0,21473.0,7670.0,12.0,19.0,,14.4,,Northeast,1736.7292619031798,5972.8377012426945,2.098555144782817
DC,2002,2878,35.9,46.87,29.28,42.5,10.1,34212.0,570898.0,9322.0,264.0,262.0,3834.0,4962.0,36477.0,5170.0,21708.0,9599.0,14.0,19.0,,14.0,,Northeast,1632.8661161888813,6389.407564924032,2.4522769391379895
DC,2003,2792,35.7,46.88,30.49,44.2,11.2,32840.0,563384.0,9060.0,249.0,274.0,3941.0,4596.0,32678.0,4671.0,18104.0,9903.0,32.0,20.0,,13.3,,Northeast,1608.1393862800503,5800.306717975661,5.679962512247419
DC,2004,2868,35.8,46.96,33.14,47.7,8.9,36893.0,554239.0,7590.0,198.0,222.0,3202.0,3968.0,26896.0,3946.0,14542.0,8408.0,49.0,18.0,,13.9,,Northeast,1369.4453114991907,4852.7801183244055,8.840951286358413
DC,2005,2314,35.9,47.09,32.38,45.3,9.1,37569.0,550521.0,8032.0,195.0,166.0,3700.0,3971.0,26133.0,3577.0,14836.0,7720.0,49.0,17.0,,14.3,,Northeast,1458.9815829005615,4746.9578817156835,8.900659557037788
DC,2006,2323,35.0,46.88,34.46,45.9,8.5,37043.0,581530.0,8772.0,169.0,185.0,3829.0,4589.0,27063.0,3835.0,15907.0,7321.0,57.0,15.0,,12.4,,Northeast,1508.4346465358622,4653.758189603289,9.801729919350677
DC,2007,2404,34.9,47.1,36.3,47.5,5.3,40379.0,588292.0,8320.0,181.0,192.0,4261.0,3686.0,28908.0,3926.0,17382.0,7600.0,41.0,13.0,,12.8,,Northeast,1414.2636649826957,4913.886301360549,6.969328156765688
DC,2008,2425,34.9,47.3,37.5,48.2,5.2,42069.0,590074.0,8509.0,186.0,186.0,4430.0,3707.0,30211.0,3788.0,19958.0,6465.0,42.0,12.0,,11.4,,Northeast,1442.022525988266,5119.866321851157,7.117751332883672
DC,2009,2335,35.1,47.0,38.7,48.5,7.4,40797.0,599657.0,8071.0,144.0,150.0,4389.0,3388.0,28456.0,3696.0,19228.0,5532.0,37.0,12.0,,9.8,,Northeast,1345.9360934667652,4745.379441914294,6.170193960880971
DC,2010,2343,33.9,47.3,40.19,50.1,8.2,41240.0,604912.0,8026.0,132.0,187.0,4325.0,3382.0,28802.0,4233.0,19514.0,5055.0,57.0,12.0,,10.4,,Northeast,1326.8045600021162,4761.35371756553,9.422858200862274
DC,2011,2564,33.4,47.3,39.89,52.5,7.6,44578.0,617996.0,7429.0,108.0,173.0,4093.0,3055.0,29636.0,3850.0,21330.0,4456.0,83.0,11.0,,9.9,,Northeast,1202.111340526476,4795.500294500288,13.430507640826153
DC,2012,2857,33.7,47.3,39.64,53.0,7.1,45307.0,633427.0,7866.0,88.0,236.0,4037.0,3505.0,30757.0,3519.0,23575.0,3663.0,72.0,11.0,,9.4,,Northeast,1241.8163418989086,4855.650295929918,11.366739971614725
DC,2013,2577,33.8,47.4,40.85,55.1,7.1,45477.0,646449.0,8287.0,103.0,276.0,4078.0,3830.0,31083.0,3316.0,24533.0,3234.0,72.0,9.0,,8.6,,Northeast,1281.9263391234265,4808.267937609928,11.137769568829096
DC,2014,2837,33.8,47.4,40.23,55.0,6.1,45877.0,659836.0,8199.0,105.0,821.0,3497.0,4125.0,34147.0,3466.0,26898.0,3783.0,70.0,9.0,,8.8,,Northeast,1242.5814899459865,5175.0738062185155,10.608696706454332
DC,2015,3177,33.8,47.6,40.04,56.7,5.0,50187.0,672228.0,8531.0,162.0,860.0,3742.0,4133.0,31435.0,2971.0,25200.0,3264.0,65.0,10.0,,9.0,,Northeast,1269.0634725123023,4676.240799252635,9.669338379240376
DC,2016,3442,33.9,47.5,40.7,56.8,4.8,50567.0,684336.0,8236.0,136.0,533.0,3500.0,4067.0,32377.0,2361.0,27089.0,2927.0,115.0,10.0,,7.2,,Northeast,1203.5023731032709,4731.1554557994905,16.804610600640622
DC,2017,3359,34.0,47.4,41.0,57.3,4.6,52500.0,693972.0,6974.0,116.0,444.0,2623.0,3791.0,29729.0,1809.0,25333.0,2587.0,193.0,8.0,,7.6,,Northeast,1004.9396805634809,4283.890416328037,27.81092032531572
DC,2018,3158,33.9,47.6,42.24,60.4,5.3,55328.0,701547.0,6995.0,160.0,450.0,2415.0,3970.0,30726.0,1788.0,26345.0,2593.0,213.0,8.0,,7.7,,Northeast,997.0821627061338,4379.749325419394,30.361472574182482
DC,2019,3546,34.3,47.4,42.52,59.7,4.4,59808.0,705749.0,7403.0,166.0,345.0,2713.0,4179.0,30821.0,1843.0,26645.0,2333.0,222.0,9.0,,7.3,,Northeast,1048.9564986985458,4367.1333576101415,31.45594255181374
FL,2000,3901,38.8,48.42,79.07,23.2,5.2,45326.0,15982378.0,129777.0,903.0,7057.0,31809.0,90008.0,780377.0,172898.0,518298.0,89181.0,240.0,15.0,53.0,12.2,105.0,South,812.0005671246169,4882.733971127451,1.5016538840465419
FL,2001,3949,38.8,48.55,78.59,23.9,6.3,21515.0,16396515.0,130713.0,874.0,6641.0,32867.0,90331.0,782517.0,176052.0,516548.0,89917.0,302.0,13.0,66.0,11.1,83.0,South,797.1998927820943,4772.459269545998,1.8418548087810125
FL,2002,4075,39.3,48.52,77.56,24.1,7.1,22175.0,16713149.0,128721.0,911.0,6753.0,32581.0,88476.0,777236.0,177242.0,511478.0,88516.0,257.0,15.0,38.0,9.7,106.0,South,770.1780197136997,4650.446184617872,1.5377114151258986
FL,2003,3904,39.1,48.6,77.13,25.0,7.2,22532.0,17019068.0,124280.0,924.0,6727.0,31523.0,85106.0,757696.0,170644.0,505489.0,81563.0,231.0,14.0,53.0,9.6,76.0,South,730.2397522590545,4452.041674667496,1.357301116606385
FL,2004,3974,39.3,48.59,77.5,25.4,7.1,23532.0,17385430.0,123754.0,946.0,6612.0,29997.0,86199.0,727141.0,166332.0,482484.0,78325.0,274.0,14.0,46.0,10.7,88.0,South,711.8259370058721,4182.473484981389,1.5760323443251045
FL,2005,3395,39.5,48.71,76.75,25.1,6.3,24611.0,17789864.0,125957.0,883.0,6592.0,30141.0,88341.0,712998.0,164783.0,472912.0,75303.0,231.0,13.0,72.0,10.4,96.0,South,708.0267729983772,4007.8889866724107,1.2984922200641893
FL,2006,3578,39.8,49.08,76.1,25.3,5.5,25297.0,18089888.0,128795.0,1129.0,6475.0,34147.0,87044.0,721084.0,170873.0,473774.0,76437.0,216.0,12.0,65.0,9.7,105.0,South,711.9723460974441,3986.1164425119714,1.194037243348328
FL,2007,3457,40.0,49.1,77.6,25.8,3.8,26696.0,18251243.0,131880.0,1201.0,6151.0,38162.0,86366.0,746347.0,181833.0,490858.0,73656.0,166.0,10.0,42.0,10.1,51.0,South,722.5809222966349,4089.294082600292,0.9095270935793249
FL,2008,3556,40.3,49.1,77.6,25.8,4.6,26694.0,18423878.0,126260.0,1169.0,5972.0,36269.0,82850.0,758906.0,188475.0,506914.0,63517.0,153.0,9.0,52.0,8.8,47.0,South,685.3063182463541,4119.143646087973,0.8304440574345966
FL,2009,3617,40.1,49.1,76.9,25.3,7.4,24692.0,18537969.0,113541.0,1017.0,5501.0,30911.0,76112.0,712010.0,181884.0,479867.0,50259.0,130.0,8.0,34.0,8.0,43.0,South,612.4780983288946,3840.8198870113547,0.7012634447711074
FL,2010,3636,40.7,48.9,76.48,25.8,8.0,24272.0,18838613.0,101969.0,987.0,5373.0,26086.0,69523.0,669035.0,169119.0,458454.0,41462.0,136.0,9.0,45.0,8.2,116.0,South,541.2765791197048,3551.4026430714407,0.7219215130116001
FL,2011,3970,41.1,48.9,76.27,25.8,7.4,24905.0,19057542.0,98199.0,984.0,5274.0,25622.0,66319.0,671200.0,170171.0,461408.0,39621.0,123.0,8.0,45.0,7.8,78.0,South,515.2763142277215,3521.965214611622,0.6454137684702466
FL,2012,3890,41.1,48.9,76.32,26.8,6.8,25428.0,19320749.0,94087.0,1009.0,5260.0,23889.0,63929.0,632988.0,153563.0,442095.0,37330.0,144.0,8.0,37.0,7.4,37.0,South,486.9738745635586,3276.2083912999437,0.7453127205368695
FL,2013,4001,41.5,48.9,76.19,27.2,5.7,25834.0,19552860.0,89948.0,972.0,4722.0,23200.0,61054.0,607172.0,138916.0,433344.0,34912.0,119.0,8.0,40.0,6.4,39.0,South,460.02477386939813,3105.2848534690065,0.6086066181622535
FL,2014,4057,41.6,48.9,75.97,27.3,4.7,26582.0,19905569.0,91345.0,982.0,12170.0,21621.0,61610.0,583774.0,121379.0,426197.0,36198.0,65.0,8.0,40.0,7.1,38.0,South,458.89168001175955,2932.716969808801,0.32654178335721024
FL,2015,4079,41.8,48.8,75.76,28.4,4.1,27697.0,20271272.0,93626.0,1041.0,12983.0,21137.0,63895.0,570270.0,109268.0,420341.0,40661.0,72.0,7.0,39.0,6.9,35.0,South,461.86544189234894,2813.192975754062,0.3551824473570282
FL,2016,4258,42.1,48.9,75.56,28.6,3.5,28621.0,20656589.0,88700.0,1111.0,7598.0,20175.0,59816.0,553812.0,100325.0,410352.0,43135.0,110.0,7.0,39.0,7.0,31.0,South,429.4029377260689,2681.0428381956,0.5325177356242118
FL,2017,4321,42.0,48.9,75.14,29.7,3.2,29838.0,20984400.0,85625.0,1057.0,7940.0,18597.0,58031.0,527220.0,88853.0,395453.0,42914.0,145.0,7.0,55.0,7.0,25.0,South,408.04121156668765,2512.4378109452737,0.6909894969596462
FL,2018,4212,42.2,48.8,74.65,30.4,3.0,31359.0,21244317.0,81980.0,1107.0,8438.0,16884.0,55551.0,486017.0,71933.0,372919.0,41165.0,141.0,7.0,34.0,6.6,28.0,South,385.8914362838777,2287.7506487970404,0.6637069104175013
FL,2019,4473,42.4,48.9,74.54,30.7,2.7,32887.0,21477737.0,81270.0,1122.0,8456.0,16217.0,55475.0,460846.0,63396.0,358402.0,39048.0,111.0,7.0,50.0,6.8,32.0,South,378.39182033004687,2145.6916061501265,0.5168142248878456
GA,2000,3512,33.4,48.56,66.1,23.0,4.8,47020.0,8186453.0,41319.0,651.0,1968.0,13250.0,25450.0,347630.0,68488.0,240440.0,38702.0,35.0,18.0,,16.7,50.0,South,504.7240850219259,4246.4056166938235,0.4275355883677583
GA,2001,3523,33.3,48.82,66.18,24.7,5.8,21397.0,8383915.0,41671.0,598.0,2180.0,14402.0,24491.0,347872.0,71799.0,238484.0,37589.0,39.0,17.0,,15.4,54.0,South,497.03509637204104,4149.2787080975895,0.46517647185115785
GA,2002,3600,33.7,48.67,65.23,24.4,6.6,21964.0,8560310.0,39271.0,606.0,2108.0,13432.0,23125.0,346559.0,73932.0,234591.0,38036.0,31.0,15.0,,14.2,56.0,South,458.7567506316944,4048.439834538702,0.36213641795682633
GA,2003,3455,33.8,49.02,66.15,25.7,7.4,22265.0,8684715.0,39422.0,656.0,2233.0,14055.0,22478.0,369501.0,78961.0,247169.0,43371.0,23.0,13.0,,14.5,53.0,South,453.9239341763086,4254.612845671965,0.2648331004529222
GA,2004,3513,34.0,49.05,63.62,25.6,7.3,22791.0,8918129.0,40217.0,613.0,2387.0,13656.0,23561.0,376656.0,82992.0,249426.0,44238.0,29.0,15.0,,14.6,56.0,South,450.95781861868113,4223.4867874192,0.32518031528810587
GA,2005,2975,34.3,49.0,62.54,27.1,7.4,23982.0,9072576.0,40725.0,564.0,2143.0,14041.0,23977.0,378534.0,84463.0,249594.0,44477.0,17.0,14.0,,15.0,60.0,South,448.8802298266777,4172.288002878124,0.1873778737152491
GA,2006,3096,34.6,49.27,62.12,26.6,6.9,23716.0,9363941.0,44106.0,600.0,2173.0,15509.0,25824.0,364183.0,85117.0,235903.0,43163.0,13.0,15.0,,15.3,62.0,South,471.01962731290166,3889.20647834069,0.13883043474964227
GA,2007,3081,34.8,49.2,62.8,27.1,4.6,24928.0,9544750.0,47075.0,718.0,2178.0,17340.0,26839.0,372342.0,90690.0,239058.0,42594.0,13.0,15.0,,15.1,58.0,South,493.2030697503863,3901.013646245318,0.13620052908667066
GA,2008,3175,35.0,49.2,61.9,27.5,4.6,25746.0,9697838.0,47461.0,650.0,2344.0,17862.0,26605.0,387099.0,100662.0,246844.0,39593.0,12.0,13.0,,13.4,45.0,South,489.3977399911197,3991.6010145766513,0.12373891995308645
GA,2009,3127,34.6,49.1,61.9,27.5,7.2,23909.0,9829211.0,41880.0,566.0,2301.0,14603.0,24410.0,360400.0,98362.0,228893.0,33145.0,11.0,11.0,,11.2,31.0,South,426.07692519776003,3666.621868225232,0.11191132228212416
GA,2010,3158,35.4,48.8,60.7,27.3,8.0,23383.0,9712157.0,39068.0,555.0,2107.0,12372.0,24034.0,353449.0,96947.0,226161.0,30341.0,17.0,14.0,,14.9,33.0,South,402.25873613863536,3639.243064130862,0.17503835656692945
GA,2011,3580,35.5,49.0,60.74,27.6,7.6,23604.0,9815210.0,36634.0,554.0,2053.0,12148.0,21879.0,355952.0,95657.0,230820.0,29475.0,17.0,13.0,,11.8,25.0,South,373.237047398884,3626.534735374994,0.17320057339578063
GA,2012,3436,35.7,48.9,60.41,28.2,6.9,24321.0,9915646.0,37675.0,583.0,2143.0,12502.0,22447.0,339473.0,86992.0,223875.0,28606.0,21.0,12.0,,10.8,10.0,South,379.955073022978,3423.6095157088102,0.21178650387478534
GA,2013,3459,35.9,48.8,60.4,28.3,6.4,24923.0,9992167.0,35943.0,556.0,1984.0,12488.0,20915.0,334399.0,82258.0,225315.0,26826.0,57.0,9.0,,9.7,9.0,South,359.7117622233495,3346.6114007101764,0.5704468310027245
